epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1
1,3.436025053357321,2.9639231298231357,0.28378378378378377,0.2913277599028154,0.28378378378378377,0.23861747106774994
2,2.2473983859258984,2.561844968265115,0.38235294117647056,0.4060751313775612,0.38235294117647056,0.35738546190331383
3,1.8018118705068316,2.1388651972165738,0.4578696343402226,0.5290586602027673,0.4578696343402226,0.44366628098458327
4,1.4480293659936814,2.35890514786179,0.4483306836248013,0.48885078379766983,0.4483306836248013,0.43852078492579616
5,1.2654288359104642,2.0504733998748947,0.4968203497615262,0.5359299246116834,0.4968203497615262,0.49105906547413064
6,1.0650833180972508,2.005185842514038,0.5063593004769475,0.5997056872704836,0.5063593004769475,0.5067403087724113
7,0.9097677228469697,1.7344301129752009,0.5620031796502385,0.5987698770408796,0.5620031796502385,0.5656232424475606
8,0.816091304449808,1.7957993391397837,0.568362480127186,0.6046006221515484,0.568362480127186,0.5646698607630761
9,0.6896186788640325,2.0413208288304947,0.5524642289348172,0.5759074551037566,0.5524642289348172,0.5423663167332121
10,0.6161864772675529,1.9136814934650173,0.5794912559618441,0.6154212027718311,0.5794912559618441,0.5748401700163936
11,0.5262788900839431,2.311419724280959,0.5429252782193958,0.6229083893311297,0.5429252782193958,0.5489910790521959
12,0.526248156965252,1.7716650007639099,0.6057233704292527,0.6460233868112089,0.6057233704292527,0.6013113359568062
13,0.46053198141947627,2.198522647727275,0.5635930047694754,0.631181680283155,0.5635930047694754,0.569098672391601
14,0.38252827206419576,2.100350587659875,0.5850556438791733,0.6196288179271833,0.5850556438791733,0.5814980123324287
15,0.41830777567885224,2.112122617579037,0.5890302066772655,0.6144462996853302,0.5890302066772655,0.5829182516569985
16,0.35813590309449606,2.294181962460516,0.5627980922098569,0.6003272370856223,0.5627980922098569,0.5578140446741539
17,0.35868123961937803,2.0378096638120033,0.5937996820349761,0.6239715844755097,0.5937996820349761,0.5908906596006467
18,0.320911970891295,2.133950668222764,0.5739268680445151,0.6253460951953925,0.5739268680445151,0.5772990022563086
19,0.16426136350067008,1.6727248484265824,0.6597774244833068,0.6781903687898229,0.6597774244833068,0.6608774078949292
20,0.06316066863521608,1.8167664606734186,0.6756756756756757,0.6863991626851349,0.6756756756756757,0.6721859879493899
21,0.05097600427245544,1.8201125401571179,0.6875993640699523,0.6936575747941852,0.6875993640699523,0.6840963338663643
22,0.03616912932345821,2.032805675922024,0.6669316375198728,0.683173567004622,0.6669316375198728,0.6650303710926553
23,0.040688385040358835,2.0057749310434336,0.6629570747217806,0.6801772451145106,0.6629570747217806,0.6623654790042459
24,0.024845818078490935,2.087637542730674,0.6756756756756757,0.6923361758600122,0.6756756756756757,0.6732000795619071
25,0.03750471715660145,2.3393194478342756,0.6558028616852146,0.6710847434120207,0.6558028616852146,0.6545712347747583
26,0.047713477467463926,2.2741708963493474,0.6454689984101749,0.6574533049735336,0.6454689984101749,0.6428797917859902
27,0.03172062319321817,2.2748104253330745,0.6637519872813991,0.6795443984291512,0.6637519872813991,0.6629502841332577
28,0.0200501211442142,2.192960092581702,0.678060413354531,0.6882083575946504,0.678060413354531,0.675738163983057
29,0.014216859762451522,2.1896252969490138,0.6828298887122417,0.693067869809323,0.6828298887122417,0.6809615848739957
30,0.008936060523375913,2.208413908420951,0.6875993640699523,0.6974208090032442,0.6875993640699523,0.6845549251581262
